Item Number,Item Name,Buy,Sell,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
DN0036,MP-NAP 1PLY DISP BRN SRITE,B,S,I,11591,41071,51081,Serv Rite Dispenser Napkins 1 Ply  Brown\r\n 210 x 330 mm\r\n,X,,,NIL,CTN,CTN6000,,MPM Marketing Service,CA-NAPSR1B,GST,CTN,1,0,0,87.39,CTN,GST,,0,1,0,0,0,0,0,87.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,67.22,,
PLA0106,Bi-6'round plate - white,B,S,I,11591,41071,51081,6round plate white\r\n,X,Eco-friendly,Plate and Bowls Eco,NIL,CTN,CTN1000,"6""",Biopak,B-PL-06,GST,CTN,1,0,0,53.27,CTN,GST,,0,1,0,0,0,0,0,53.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,40.98,,
FR0006,MP-Caterers Foil 44x90,B,S,I,11591,41071,51081,All Purpose Aluminium Caterers Foil44cmx90m\r\n Dispenser Pack\r\n 44 cm wide\r\n90 metres,,Kitchen,Aluminium foil roll,NIL,ROLL,6 Rolls / CTN,44cmx90m,MPM Marketing Service,CA-GPF06,GST,CTN,6,,,17.35,ROLL,GST,,0,1,0,0,0,0,0,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,77,,
FR0007,MP-Caterers Foil 44x150 HD,B,S,I,11591,41071,51081,Heavy Duty Aluminium Caterers Foil\r\n Dispenser Pack\r\n 44 cm wide\r\n150 metres,,Kitchen,Aluminium foil roll,NIL,ROLL,6 Rolls / CTN,44cmx150m,MPM Marketing Service,CA-HDF04,GST,CTN,6,,,32.63,ROLL,GST,,0,1,0,0,0,0,0,32.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,144.8,,
FR0008,MP-EHD Caterers Foil 44x150,B,S,I,11591,41071,51081,Extra Heavy Duty Aluminium Caterers Foil\r\n Dispenser Pack\r\n 44 cm wide\r\n150 metres,,Kitchen,Aluminium foil roll,NIL,ROLL,6 Rolls / CTN,44cmx150m,MPM Marketing Service,CA-XHDF05,GST,CTN,6,,,27.8,ROLL,GST,,0,1,0,0,0,0,0,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,123.38,,
CW0051,MP-Cling Wrap ZipSafe 45x600,B,S,I,11591,41071,51081,StretchandSeal Foodservice Cling Wrap 33 cm wide 600 metres\r\n ZipSafe Dispenser Pack\r\n,,Kitchen,Cling Wrap,NIL,ROLL,6 Rolls / CTN,45cmx600m,MPM Marketing Service,CA-CW600D,GST,CTN,6,,0,23.48,ROLL,GST,,0,1,0,0,0,0,0,23.48,22.97,22.97,22.97,22.97,22.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,104.21,,
BKP0026,MP-silicone baking paper,B,S,I,11591,41071,51081,Easy Bake Premium Parchment Paper 45cmx120m\r\n Two sided silicone treated baking paper\r\n 45 cm wide\r\n120 metres,,Kitchen,Baking & silicon baking paper,NIL,ROLL,4 Rolls / CTN,30cmx120m,MPM Marketing Service,CA-EZBK45P,GST,CTN,4,,,40.14,ROLL,GST,,0,1,0,0,0,0,0,40.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,123.51,,
DLB0016,MP-Clearview Bowls Dome8oz,B,S,I,11591,41071,51081,Eco Smart Clearview Food Bowls Hinged Dome Lid\r\nClear 1364 ml / 48 oz 170 x 80 mm,,Plastic Containers,Salad Bowls clear Round,Containers,SLV,25/SLV x 6,48oz,MPM Marketing Service,CA-6648DL,GST,CTN,6,,,16.9,SLV,GST,,0,1,0,0,0,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,74.98,,
FLB0014,MP-Clearview Bowls Flat48oz,B,S,I,11591,41071,51081,Eco Smart Clearview Food Bowls Hinged Flat Lid\r\n Clear 1364 ml / 48 oz 170 x 80 mm,X,Plastic Containers,Salad Bowls clear Round,Containers,SLV,25/SLV x 6,48oz,MPM Marketing Service,CA-6648FL,GST,CTN,6,,0,16.9,SLV,GST,,0,1,0,0,0,0,0,16.9,16.25,16.25,16.25,16.25,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,74.98,,
REP0034,MP-Clearview Utility Pack,B,S,I,11591,41071,51081,Eco Smart Clearview Utility Pack Small Hinged Lid\r\nClear 155 x 110 x 85 mm (External) 145 x 95 x 85 mm (Internal),,Plastic Containers,Salad Bowls clear Rectangular,Containers,SLV,100/SLV x 3,0,MPM Marketing Service,CA-CVP070,GST,CTN,3,,,24.33,SLV,GST,,0,1,0,0,0,0,0,24.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,53.99,,
FR0005,MP-Caterers Foil 30x90 AP,B,S,I,11591,41071,51081,All Purpose Aluminium Caterers Foil30cmx90m\r\n Dispenser Pack\r\n 30 cm wide\r\n90 metres,X,Kitchen,Aluminium foil roll,NIL,ROLL,6 Rolls / CTN,30cmx90m,MPM Marketing Service,CA-GPF02,GST,CTN,6,,,16.11,ROLL,GST,,0,1,0,0,0,0,0,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,71.5,,
CH0131,AB-Superjet detergent 5L,B,S,I,11591,41071,51081,Superjet machine detergent 5L\r\n,X,Chemicals,NIL,NIL,BTL,BTL,5L,Able Westchem,WC9525,GST,BTL,1,0,0,26.39,BTL,GST,,0,1,0,0,0,0,0,26.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,19.52,,
CT0082,FP-Holder 2 Cup Pulp Fibre,B,S,I,11591,41071,51081,Holder 2 Cup Pulp Fibre\r\n,X,Coffee and cold drink Serve,Cup Carry Trays,NIL,CTN,CTN200,NIL,FPA,C-CT0250,GST,CTN,1,0,0,27.05,CTN,GST,,0,1,0,0,0,0,0,27.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,20.01,,
REP0037,MP-Clearview Burger Jumbo,B,S,I,11591,41071,51081,Eco Smart Clearview Burger Pack Jumbo Hinged Lid\r\n Clear 150 x 145 x 75 mm (External) 135 x 130 x 75 mm (Internal),X,Plastic Containers,Salad Bowls clear Rectangular,Containers,SLV,100/SLV x 4,150 x 145 x 75 mm (External),MPM Marketing Service,CA-CVP059,GST,CTN,4,,,20.84,SLV,GST,,0,1,0,0,0,0,0,20.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,61.66,,
REP0038,MP-Clearview Bar Cake Combo,B,S,I,11591,41071,51081,Eco Smart Clearview Bar Cake\r\n Combo Pak  Black Base + Clear Lid\r\n 228 x 128 x 85 mm\r\n,X,Plastic Containers,Salad Bowls clear Rectangular,Containers,CTN,300/CTN,228x128x85mm,MPM Marketing Service,CA-CVBAR,GST,CTN,4,,0,39.85,SLV,GST,,0,1,0,0,0,0,0,39.85,38.32,38.32,38.32,38.32,38.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,117.91,,
CAKEB0051,MP-Clearview Family Containe,B,S,I,11591,41071,51081,Eco Smart Clearview Family Tart Containers\r\n Combo Pak  Black Base + Clear Lid\r\n 190 x 46 mm\r\n,X,Bakery & Patisserie,Cake Boxes,NIL,CTN,250/CTN,190 x 46 mm ,MPM Marketing Service,CA-CVTFAM,GST,CTN,1,,,141.88,CTN,GST,,0,1,0,0,0,0,0,141.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,104.94,,
SW15,MP-Sandwich Wedges Quarter,B,S,I,11591,41071,51081,Eco Smart Bettaseal Sandwich Wedges 4 Quarter\r\n Sandwich  Clear\r\n 128 x 125 x 65 mm (internal),X,Plastic Containers,Sandwich Wedges PET,Containers,CTN,125/SLV x 2,4 Quarter 128 x 125 x 65 mm (i,MPM Marketing Service,CA-CVSW04,GST,CTN,2,,,27.38,SLV,GST,,0,1,0,0,0,0,0,27.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,42.13,,
REP0039,MP-BettaSeal 350ml Snack Con,B,S,I,11591,41071,51081,Eco Smart BettaSeal Food Container 350ml Snack Range\r\n Clear Hinged Dome Lid 125(L) x 105(W) x 50(H) mm (internal) 145(L) x 125(W) x 50(H) (external),X,Plastic Containers,Salad Bowls clear Rectangular,Containers,SLV,25/SLV x 8,125(L) x 105(W) x 50(H) mm (in,MPM Marketing Service,CA-BTS350,GST,CTN,8,,,10.23,SLV,GST,,0,1,0,0,0,0,0,10.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,60.5,,
REP0040,MP-BettaSeal 500ml Snack Con,B,S,I,11591,41071,51081,Eco Smart BettaSeal Food Container 500ml Snack Range\r\n Clear Hinged Dome Lid 125(L) x 105(W) x 60(H) mm (internal) 145(L) x 125(W) x 60(H) (external),X,Plastic Containers,Salad Bowls clear Rectangular,Containers,SLV,25/SLV x 8,125(L) x 105(W) x 60(H) mm (in,MPM Marketing Service,CA-BTS500,GST,CTN,8,,,11.15,SLV,GST,,0,1,0,0,0,0,0,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,66,,
REP0041,MP-BettaSeal 750ml Lunch Con,B,S,I,11591,41071,51081,Eco Smart BettaSeal Food Container 750ml Lunch Range\r\n Clear Hinged Dome Lid 170(L) x 115(W) x 65(H) mm (internal) 200(L) x 150(W) x 65(H) mm (external),X,Plastic Containers,Salad Bowls clear Rectangular,Containers,SLV,25/SLV x 6,170(L) x 115(W) x 65(H) mm (in,MPM Marketing Service,CA-BTL750,GST,CTN,6,,,16.08,SLV,GST,,0,1,0,0,0,0,0,16.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,71.36,,
REP0042,MP-BettaSeal 1000ml Lunch Con,B,S,I,11591,41071,51081,Eco Smart BettaSeal Food Container 1000ml Lunch Range\r\n Clear Hinged Dome Lid 170(L) x 115(W) x 85(H) mm (internal) 200(L) x 150(W) x 85(H) mm (external),X,Plastic Containers,Salad Bowls clear Rectangular,Containers,SLV,25/SLV x 6,170(L) x 115(W) x 85(H) mm (in,MPM Marketing Service,CA-BTL1000,GST,CTN,6,,,17.87,SLV,GST,,0,1,0,0,0,0,0,17.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,79.32,,
REP0043,MP-Freeze 500ml Container,B,S,I,11591,41071,51081,FreezaReady Takeaway and  Storage Containers 500ml\r\n Small Rectangular  Translucent  175 x 120 x 38 mm,X,Plastic Containers,Microwavable Freezer use,Containers,SLV,50/SLV x 10,500 ml 175 x 120 x 38 mm,MPM Marketing Service,CA-FRZ500,GST,CTN,10,,,10.05,SLV,GST,,0,1,0,0,0,0,0,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,74.36,,
REP0044,MP-Freeze 750ml Container,B,S,I,11591,41071,51081,FreezaReady Takeaway and  Storage Medium Rectangular  Translucent 750 ml 175 x 120 x 55 mm,X,Plastic Containers,Microwavable Freezer use,Containers,SLV,50/SLV x 10,750 ml 175 x 120 x 55 mm,MPM Marketing Service,CA-FRZ750,GST,CTN,10,,,10.95,SLV,GST,,0,1,0,0,0,0,0,10.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,84.25,,
REP0045,MP-Freeze 1000ml Container,B,S,I,11591,41071,51081,FreezaReady Takeaway and  Storage Containers 1000 ml\r\n Large Rectangular  Translucent  175 x 120 x 70 mm,X,Plastic Containers,Microwavable Freezer use,Containers,SLV,50/SLV x 10,1000 ml 175 x 120 x 70 mm,MPM Marketing Service,CA-FRZ1000,GST,CTN,10,,,14.47,SLV,GST,,0,1,0,0,0,0,0,14.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,107.04,,
REP0046,MP-Freeze Container Lids,B,S,I,11591,41071,51081,FreezaReady Takeaway Storage Container Lids\r\n To suit Rectangular Containers | Translucent\r\n One Lid Fits All\r\n175 x 120 mm,X,Plastic Containers,Microwavable Freezer use,Containers,SLV,50/SLV x 10,One Lid Fits All 175 x 120 mm,MPM Marketing Service,CA-FRZLID,GST,CTN,10,,,21.21,SLV,GST,,0,1,0,0,0,0,0,21.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,65.26,,
SQ0125,MP-Reveal Square 125ml Con,B,S,I,11591,41071,51081,Reveal Clear Square Containers Small  Clear\r\n 125 ml\r\n73 x 73 x 24 mm,X,Plastic Containers,Salad rectangular clear ,Containers,SLV,25/SLV x 20,125 ml 73 x 73 x 24 mm,MPM Marketing Service,CA-CST125,GST,CTN,20,,,4.73,SLV,GST,,0,1,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,69.99,,
SQ0100,MP-Reveal Square Lid,B,S,I,11591,41071,51081,Reveal Clear Square Container Lids To suit Square Containers  Clear\r\n One Lid Fits All\r\n73 x 73 mm,X,Plastic Containers,Salad rectangular clear ,Containers,SLV,25/SLV x 20,One Lid Fits All 73 x 73 mm,MPM Marketing Service,CA-CSLID,GST,CTN,20,,,3.08,SLV,GST,,0,1,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,45.52,,
ROC0116,MP-Locksafe 160ml RND Con,B,S,I,11591,41071,51081,Locksafe Small Round Tamper Evident Containers 160 ml\r\n 87 mm Lid Diameter  Clear\r\n87 x 43 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 20,160 ml 87 x 43 mm,MPM Marketing Service,CA-LS160,GST,CTN,20,,,8.74,SLV,GST,,0,1,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,129.32,,
ROC0117,MP-Locksafe 210ml RND Con,B,S,I,11591,41071,51081,Locksafe Small Round Tamper Evident Containers 210 ml\r\n 87 mm Lid Diameter  Clear\r\n87 x 57 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 20,210 ml 87 x 57 mm,MPM Marketing Service,CA-LS210,GST,CTN,20,,,9.52,SLV,GST,,0,1,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,140.8,,
ROC0118,MP-Locksafe 335ml RND Con,B,S,I,11591,41071,51081,Locksafe Small Round Tamper Evident Containers 335 ml\r\n 87 mm Lid Diameter  Clear\r\n87 x 93 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 20,335 ml 87 x 93 mm,MPM Marketing Service,CA-LS335,GST,CTN,20,,,11.76,SLV,GST,,0,1,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,174.03,,
ROC0119,MP-Locksafe 400ml RND Con,B,S,I,11591,41071,51081,Locksafe Small Round Tamper Evident Containers 400 ml\r\n 87 mm Lid Diameter  Clear\r\n87 x 115 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 10,400 ml 87 x 115 mm,MPM Marketing Service,CA-LS400,GST,CTN,10,,,12.94,SLV,GST,,0,1,0,0,0,0,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,95.7,,
ROC0120,MP-Locksafe 300ml RND Con,B,S,I,11591,41071,51081,Locksafe Round Tamper Evident Containers 300 ml\r\n 118 mm Lid Diameter  Clear\r\n118 x 42 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 10,300 ml 118 x 42 mm,MPM Marketing Service,CA-LS300,GST,CTN,10,,,8.9,SLV,GST,,0,1,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,65.82,,
ROC0121,MP-Locksafe 360ml RND Con,B,S,I,11591,41071,51081,Locksafe Round Tamper Evident Containers 360 ml\r\n 118 mm Lid Diameter  Clear\r\n118 x 51 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 10,360 ml 118 x 51 mm,MPM Marketing Service,CA-LS360,GST,CTN,10,,,10.64,SLV,GST,,0,1,0,0,0,0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,78.71,,
ROC0122,MP-Locksafe 480ml RND Con,B,S,I,11591,41071,51081,Locksafe Round Tamper Evident Containers 480 ml\r\n 118 mm Lid Diameter  Clear\r\n118 x 65 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 10,480 ml 118 x 65 mm,MPM Marketing Service,CA-LS480,GST,CTN,10,,,11.45,SLV,GST,,0,1,0,0,0,0,0,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,84.69,,
ROC0123,MP-Locksafe 600ml RND Con,B,S,I,11591,41071,51081,Locksafe Round Tamper Evident Containers 600 ml\r\n 118 mm Lid Diameter  Clear\r\n118 x 80 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 10,600 ml 118 x 80 mm,MPM Marketing Service,CA-LS600,GST,CTN,10,,,12.24,SLV,GST,,0,1,0,0,0,0,0,12.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,90.55,,
ROC0124,MP-Locksafe7500ml RND Con,B,S,I,11591,41071,51081,Locksafe Round Tamper Evident Containers 750 ml\r\n 118 mm Lid Diameter  Clear\r\n118 x 101 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 10,750 ml 118 x 101 mm,MPM Marketing Service,CA-LS750,GST,CTN,10,,,15.18,SLV,GST,,0,1,0,0,0,0,0,15.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,116.77,,
ROC0125,MP-Locksafe 1120ml RND Con,B,S,I,11591,41071,51081,Locksafe Round Tamper Evident Containers 1120 ml\r\n 118 mm Lid Diameter  Clear\r\n118 x 155 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,25/SLV x 10,1120 ml 118 x 155 mm,MPM Marketing Service,CA-LS1120,GST,CTN,10,,,11.48,SLV,GST,,0,1,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,84.93,,
ROC0126,MP-Locksafe RND Lid Clear,B,S,I,11591,41071,51081,Locksafe Round Tamper Evident Container Lids Clear\r\nTo suit 118 mm Round Containers  118 mm To Suit 300 ml to 1120 ml Containers,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 10,300 ml to 1120 ml Containers,MPM Marketing Service,CA-LS-LID,GST,CTN,10,,,6.11,SLV,GST,,0,1,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,45.22,,
ROC0127,MP-Locksafe RND Lid Black,B,S,I,11591,41071,51081,Locksafe Round Tamper Evident Container Lids Black\r\nTo suit 118 mm Round Containers  118 mm To Suit 300 ml to 1120 ml Containers,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,SLV50 X 10,300 ml to 1120 ml Containers,MPM Marketing Service,CA-LSB-LID,GST,CTN,10,,,0,SLV,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,,
REP0047,MP-Locksafe REC Lid Clear,B,S,I,11591,41071,51081,Locksafe Rectangular Tamper Evident Lids\r\n To suit 750 ml and 1000 ml Containers  Clear 175 x 119 mm to suit CA LSREC750 and  CA LSREC1000,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,100/SLV x 5,to suit CA-LSREC750 & CA-LSREC,MPM Marketing Service,CA-LSREC-LID,GST,CTN,5,,,21.03,SLV,GST,,0,1,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,77.76,,
REP0048,MP-Locksafe 750ml REC Con,B,S,I,11591,41071,51081,Locksafe Rectangular Tamper Evident Containers 750 ml Clear\r\n 750 ml\r\n175 x 119 x 50 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,50/SLV x 5,750 ml 175 x 119 x 50 mm,MPM Marketing Service,CA-LSREC750,GST,CTN,5,,,18.74,SLV,GST,,0,1,0,0,0,0,0,18.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,69.32,,
REP0049,MP-Locksafe 1000ml REC Con,B,S,I,11591,41071,51081,Locksafe Rectangular Tamper Evident Containers 1000 ml Clear\r\n 1000 ml\r\n175 x 119 x 66 mm,X,Plastic Containers,Microwavable Safe Lock,Containers,SLV,48/SLV x 5,1000 ml 175 x 119 x 66 mm,MPM Marketing Service,CA-LSREC1000,GST,CTN,5,,,19.14,SLV,GST,,0,1,0,0,0,0,0,19.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,70.8,,
ROC0128,MP-Sauce 15ml Cups,B,S,I,11591,41071,51081,Small Portion Control Cups 15 ml 0.5 oz  Clear\r\n 15 ml / 0.5 oz\r\n,X,Plastic Containers,Sauce container clear,Containers,SLV,250/SLV x 20,15 ml / 0.5 oz ,MPM Marketing Service,CA-P050,GST,CTN,20,,,6.96,SLV,GST,,0,1,0,0,0,0,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,103.02,,
ROC0129,MP-Sauce 22ml Cups,B,S,I,11591,41071,51081,Small Portion Control Cups 22 ml 0.75 oz  Clear\r\n 22 ml / 0.75 oz\r\n,X,Plastic Containers,Sauce container clear,Containers,SLV,250/SLV x 20,22 ml / 0.75 oz ,MPM Marketing Service,CA-P075,GST,CTN,20,,,7.57,SLV,GST,,0,1,0,0,0,0,0,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,111.98,,
PCC0087,MP-Sauce 60ml Cups Black,B,S,I,11591,41071,51081,Medium Portion Control Cups 60ml 2oz Black\r\n 60 ml / 2 oz\r\n,X,Cups,Plastic Clear Cold Cups,NIL,SLV,250/SLV x 10,60 ml / 2 oz ,MPM Marketing Service,CA-P200BLK,GST,CTN,10,,,13.93,SLV,GST,,0,1,0,0,0,0,0,13.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,103.05,,
ROC0130,MP-Sauce 120ml Cups,B,S,I,11591,41071,51081,Large Portion Control Cups\r\n 120 ml / 4 oz  Clear\r\n 120 ml / 4 oz\r\n,X,Plastic Containers,Sauce container clear,Containers,SLV,250/SLV x 10,120 ml / 4 oz ,MPM Marketing Service,CA-P400,GST,CTN,10,,,21.06,SLV,GST,,0,1,0,0,0,0,0,21.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,155.76,,
CHIP0039,MP-Chip Scoop 130 x 140 mm,B,S,I,11591,41071,51081,Chip Scoop\r\n Hot Food 2 Go  Bulk Packed\r\n Scoop\r\n130 x 140 mm,X,Paper Containers and boxes,Snack Boxes & chip cups,Containers,Carton,CTN500,Scoop 130 x 140 mm,MPM Marketing Service,CA-CS057,GST,CTN,1,,0,0,CTN,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,,
SB0047,MP-Junior Snack Boxes Bulk,B,S,I,11591,41071,51081,Junior Snack Boxes Bulk Packed Junior\r\n Hot Food 2 Go\r\n130 x 100 x 57 mm,X,Paper Containers and boxes,Snack Boxes & chip cups,Containers,CTN,250/CTN,Junior 130 x 100 x 57 mm,MPM Marketing Service,CA-JSBX059,GST,CTN,1,,,38.79,CTN,GST,,0,1,0,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,28.69,,
SB0048,MP-Small Snack Boxes Bulk,B,S,I,11591,41071,51081,Small Snack Boxes Hot Food 2 Go Bulk Packed\r\n Small\r\n172 x 104 x 55 mm,X,Paper Containers and boxes,Snack Boxes & chip cups,Containers,CTN,250/CTN,Small 172 x 104 x 55 mm,MPM Marketing Service,CA-SSBX052,GST,CTN,1,,,42.43,CTN,GST,,0,1,0,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,31.38,,
